num__CreditScore,num__Age,num__Tenure,num__Balance,num__NumOfProducts,num__HasCrCard,num__IsActiveMember,num__EstimatedSalary,cat__Geography_France,cat__Geography_Germany,cat__Geography_Spain,cat__Gender_Female,cat__Gender_Male
1.0585679962327537,1.7150864751417092,0.6847228671904925,-1.2260588112551245,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,1.0420839163089095,1.0,0.0,0.0,0.0,1.0
0.9136260470676536,-0.6599354738591133,-0.6962018035157382,0.4132876904847384,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,-0.6235563523471637,0.0,1.0,0.0,0.0,1.0
1.079273988970625,-0.1849310840589488,-1.7318953065454112,0.601687477508064,0.8088303613464911,0.6410419208351961,0.9706796511674592,0.3081277876179915,0.0,1.0,0.0,1.0,0.0
-0.9292073066029032,-0.1849310840589488,-0.0057394681626228,-1.2260588112551245,0.8088303613464911,0.6410419208351961,-1.0302059992679111,-0.2901991402572507,1.0,0.0,0.0,0.0,1.0
0.4270352177276753,0.955079451461446,0.3394916995139347,0.5483183246869626,0.8088303613464911,-1.5599603824616144,0.9706796511674592,0.1350422361995361,0.0,1.0,0.0,0.0,1.0
0.0853863375527967,-0.0899302060989159,1.3751852025436078,-1.2260588112551245,0.8088303613464911,0.6410419208351961,0.9706796511674592,0.5769664039622224,1.0,0.0,0.0,1.0,0.0
1.3588048909318895,-0.4699337179390475,1.3751852025436078,-1.2260588112551245,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,1.4527825105196757,1.0,0.0,0.0,0.0,1.0
-1.0845022521369387,-1.4199424975393766,1.0299540348670502,1.2832509502453369,-0.9102564852985486,0.6410419208351961,0.9706796511674592,0.4474014051992643,1.0,0.0,0.0,0.0,1.0
1.0896269853395608,0.1950724277811828,-1.0414329711922958,0.7714237918457862,0.8088303613464911,-1.5599603824616144,0.9706796511674592,-0.918128276754893,0.0,1.0,0.0,0.0,1.0
0.3545642431451252,-0.4699337179390475,0.3394916995139347,0.1104859685388388,-0.9102564852985486,-1.5599603824616144,-1.0302059992679111,-1.5709946498065963,0.0,0.0,1.0,0.0,1.0
-1.2397971976709743,1.3350829633015775,-0.0057394681626228,0.8228370281392013,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,0.7285805253324275,1.0,0.0,0.0,1.0,0.0
-0.9395603029718388,-0.7549363518191462,-0.6962018035157382,0.6221688209097976,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,-1.0452199420376105,1.0,0.0,0.0,1.0,0.0
0.8515080688540395,-0.7549363518191462,1.3751852025436078,0.4158813465581364,-0.9102564852985486,0.6410419208351961,0.9706796511674592,0.2740350310090748,0.0,0.0,1.0,1.0,0.0
0.2406812830868324,-1.1349398636592778,-0.3509706358391805,0.5648128729472812,-0.9102564852985486,-1.5599603824616144,0.9706796511674592,-1.3553559016904304,0.0,1.0,0.0,1.0,0.0
-0.0699086079812389,-0.1849310840589488,1.3751852025436078,-1.2260588112551245,0.8088303613464911,0.6410419208351961,0.9706796511674592,-0.0573497935635909,0.0,0.0,1.0,0.0,1.0
0.4580942068344824,-0.6599354738591133,1.3751852025436078,-1.2260588112551245,2.52791720799153,-1.5599603824616144,0.9706796511674592,-1.0674234299572694,0.0,0.0,1.0,0.0,1.0
1.0275090071259465,0.2900733057412157,1.0299540348670502,1.2111939259440312,0.8088303613464911,0.6410419208351961,-1.0302059992679111,-0.5413326657520212,0.0,1.0,0.0,0.0,1.0
1.0689209926016894,-0.3749328399790146,0.3394916995139347,0.3564267812231974,0.8088303613464911,-1.5599603824616144,0.9706796511674592,0.1113877143431966,0.0,1.0,0.0,0.0,1.0
0.9653910289123324,-0.4699337179390475,-0.6962018035157382,-1.2260588112551245,0.8088303613464911,0.6410419208351961,-1.0302059992679111,-1.264338450586132,0.0,0.0,1.0,0.0,1.0
